Unique_ID,Extract_Date,Age_Of_Account,Num_Periods_Since_1st_Statement,Type_Of_Application,Days_Since_Most_Recent_Order,Num_Orders_L4_6P,Ave_Item_Value_L13P,Num_Items_Ordered_L13P,Ave_Num_Items_Per_Order_L4_6P,Value_Last_Payment,Num_Payments_CTD,Days_Since_Most_Recent_Payment,Num_Payments_To_Date,Num_Payments_L4_6P,Value_Payments_L3P,Value_Payments_L4_6P,Ave_Payment_Value_L4_6P,Ave_Payment_Value_L13P,Ave_Pmnt_Over_Bal_L13P_Perc,Ave_Current_Balance_L4_6P,Current_Bal_Over_Ave_Bal_L4_6P,Curr_Bal_Over_Highest_Bal_L4_6P,Current_Arrears_Amount,Num_1_Missed_Payment_L4_6P,Num_2_Or_More_Missed_Pmnts_L4_6P,Value_HR_Orders_Perc_Orders_L13P,Num_Account_Reviews_L13P,Ave_Order_Value_L13P,Num_Active_Accs_Not_In_Arrears,Bureau_Index_Retail,WS_L6M_Accs_Open_More_Than_12M,Num_Inactive_Accs_Sole_Joint,Good_Bad_Flag,Random_Number
5505,20100318,7,5,C,159,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,59,283,141,52,1,0,0,4,0,-2,20,N,0,B,0.742207959
5506,20100318,7,6,C,140,0,0,0,0,20,0,110,1,1,0,20,20,20,3,98,205,135,56,2,0,0,5,0,-2,15,N,1,B,0.98340704
5507,20100318,7,6,C,100,2,85,2,1,53,0,142,1,0,0,0,0,0,0,106,214,131,74,1,0,100,5,85,-2,35,N,0,B,0.40364735
5508,20100318,7,7,I,164,1,31,4,4,20,0,131,1,1,0,20,20,20,3,100,157,144,50,2,0,0,6,123,1,15,6,0,B,0.085445138
5509,20100318,7,6,T,113,1,325,1,1,0,0,114,1,1,0,44,44,44,78,5,590,370,20,1,0,0,5,325,-2,25,N,0,B,0.520444549
5510,20100318,7,7,T,173,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,105,149,121,50,1,1,0,5,0,1,55,0,0,B,0.53544795
5511,20100318,7,6,C,114,2,14,9,5,10,0,133,1,1,0,10,10,10,2,84,267,133,68,1,0,0,5,64,1,35,0,0,G,0.966621889
5512,20100318,7,7,T,173,0,0,0,0,5,0,121,2,2,0,10,5,5,2,62,298,171,52,1,0,0,6,0,1,10,6,2,B,0.575777176
5513,20100318,7,5,C,171,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,67,275,138,57,1,0,0,4,0,1,20,0,1,B,0.395457023
5514,20100318,7,7,C,173,0,0,0,0,40,0,138,1,1,0,40,40,40,7,94,152,128,46,2,0,0,6,0,1,40,0,1,B,0.354685453
5515,20100318,7,7,T,159,2,11,6,3,0,0,162,0,0,0,0,0,0,0,136,148,116,62,1,1,0,5,33,1,20,0,0,B,0.986786946
5516,20100318,7,7,I,96,3,34,10,3,15,0,135,2,2,0,20,10,10,2,178,177,129,103,1,0,0,6,114,2,15,2,2,B,0.744486353
5517,20100318,7,6,I,152,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,78,376,125,98,1,0,0,4,0,-2,20,1,1,B,0.249545892
5518,20100318,7,5,I,173,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,74,269,135,64,1,0,0,4,0,1,45,0,0,B,0.082738424
5519,20100318,7,7,I,120,2,22,7,4,0,0,136,0,0,0,0,0,0,0,89,300,129,80,1,0,0,6,76,6,15,3,4,B,0.647995085
5520,20100318,7,7,T,163,1,28,5,5,50,1,15,2,0,100,0,0,50,10,191,68,60,0,1,2,0,6,140,1,25,0,0,G,0.58472511
5521,20100318,7,7,T,133,1,17,6,6,30,0,45,1,0,30,0,0,30,4,166,128,101,40,1,1,0,5,101,2,10,0,3,B,0.609263591
5522,20100318,7,7,C,166,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,111,187,116,64,1,1,0,4,0,-2,40,N,0,B,0.784094205
5523,20100318,7,7,C,173,0,0,0,0,20,0,127,1,1,0,20,20,20,8,35,246,202,40,2,0,0,6,0,-2,75,N,0,I,0.132891998
5524,20100318,7,6,C,173,0,0,0,0,10,0,117,1,1,0,10,10,10,5,19,428,209,40,1,0,0,5,0,-2,15,N,0,B,0.568860366
5525,20100318,7,6,C,115,2,40,3,2,10,0,54,1,0,10,0,0,10,1,104,214,125,63,1,0,0,5,60,1,15,4,1,B,0.213438366
5526,20100318,7,7,T,129,2,34,5,3,15,0,148,1,1,0,15,15,15,1,152,193,126,85,2,0,0,6,85,-2,55,N,0,B,0.675824739
5527,20100318,7,7,C,173,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,94,191,117,56,1,1,0,4,0,1,25,0,0,E,0.29775256
5528,20100318,7,5,I,99,1,15,1,1,0,0,113,0,0,0,0,0,0,0,55,290,145,50,1,0,0,4,15,2,70,U,0,B,0.747306104
5529,20100318,7,5,I,156,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,84,263,132,72,1,0,0,4,0,2,30,0,0,B,0.861006816
5530,20100318,7,5,T,114,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,92,260,130,77,1,0,0,4,0,-2,50,N,0,B,0.218741994
5531,20100318,7,5,I,99,2,32,7,4,0,0,89,0,0,0,0,0,0,0,50,295,148,46,1,0,0,4,112,-2,30,N,0,B,0.356535041
5532,20100318,7,7,T,159,1,20,8,8,0,0,999999,0,0,0,0,0,0,0,77,240,144,58,1,0,0,6,162,1,20,0,1,B,0.100580001
5533,20100318,7,7,T,96,6,18,29,5,15,0,121,2,2,0,15,8,8,2,133,209,133,82,1,0,8,6,85,1,10,0,0,B,0.289592667
5534,20100318,7,6,T,159,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,111,370,123,126,1,0,0,4,0,0,35,2,1,B,0.80018485
5535,20100318,7,6,C,171,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,28,466,155,43,1,0,0,4,0,0,20,N,2,B,0.385626738
5536,20100318,7,7,C,164,0,0,0,0,22,0,77,1,0,22,0,0,22,2,147,189,118,83,1,1,0,5,0,-2,25,N,2,B,0.144777784
5537,20100318,7,6,C,100,1,32,5,5,30,0,117,1,1,0,30,30,30,4,85,272,131,70,1,0,0,5,159,-2,15,N,0,B,0.416123563
5538,20100318,7,7,T,101,2,35,10,5,0,0,129,0,0,0,0,0,0,0,132,228,131,94,1,0,9,6,175,1,40,0,3,B,0.708825407
5539,20100318,7,7,T,112,2,52,3,2,20,0,138,1,1,0,20,20,20,3,119,198,149,68,1,0,0,6,78,-2,55,N,0,B,0.571155823
5540,20100318,7,7,C,140,1,20,6,6,40,0,50,2,0,40,0,0,40,6,95,181,108,24,1,0,90,5,122,-2,30,N,0,B,0.063023208
5541,20100318,7,6,I,170,0,0,0,0,10,1,19,1,0,10,0,0,10,3,53,197,116,0,1,1,0,5,0,1,20,0,0,I,0.315723417
5542,20100318,7,6,C,124,1,46,2,2,15,0,113,1,1,0,15,15,15,4,47,269,155,43,1,0,0,5,93,-2,60,N,0,B,0.622350539
5543,20100318,7,5,I,170,0,0,0,0,0,0,85,0,0,0,0,0,0,0,69,280,135,61,1,0,0,4,0,1,20,0,3,B,0.956149196
5544,20100318,7,6,C,149,0,0,0,0,51,0,57,1,0,51,0,0,51,7,123,162,101,42,1,1,0,5,0,1,35,0,0,B,0.218083196
5545,20100318,7,6,C,152,0,0,0,0,0,0,121,0,0,0,0,0,0,0,70,238,141,52,1,0,0,5,0,1,5,0,1,B,0.266141273
5546,20100318,7,5,I,169,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,34,330,165,41,1,0,0,4,0,-2,30,N,0,I,0.299491578
5547,20100318,7,5,C,169,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,53,290,145,49,1,0,0,4,0,0,10,N,0,B,0.053782617
5548,20100318,7,6,C,169,0,0,0,0,0,0,145,0,0,0,0,0,0,0,4,217,133,7,1,0,0,5,0,1,40,0,0,B,0.75084792
5549,20100318,7,6,T,124,2,29,4,2,0,0,42,2,1,36,10,10,23,6,120,162,97,42,1,1,85,5,59,2,75,0,0,I,0.687372954
5550,20100318,7,5,C,166,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,119,250,125,100,1,0,0,4,0,-2,20,N,0,E,0.22927464
5551,20100318,7,7,I,159,0,0,0,0,11,0,155,1,0,0,0,0,0,0,61,247,146,48,1,0,0,5,0,0,30,N,0,B,0.830056183
5552,20100318,7,7,T,168,0,0,0,0,0,0,148,0,0,0,0,0,0,0,70,249,139,55,1,0,0,5,0,1,25,0,0,B,0.122124547
5553,20100318,7,6,I,141,0,0,0,0,10,0,121,1,1,0,10,10,10,3,46,272,156,43,1,0,0,5,0,3,30,2,2,I,0.124019851
5554,20100318,7,5,I,164,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,101,256,128,85,1,0,0,4,0,-2,30,N,0,B,0.568180049
5555,20100318,7,7,I,166,0,0,0,0,10,0,128,1,1,0,10,10,10,4,25,368,191,40,1,0,0,5,0,0,30,N,4,B,0.63276798
5556,20100318,7,5,I,166,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,43,306,153,44,1,0,0,4,0,6,45,2,9,I,0.135008647
5557,20100318,7,7,T,138,1,15,1,1,0,0,138,0,0,0,0,0,0,0,40,357,191,44,1,0,0,5,15,5,70,2,3,I,0.381109509
5558,20100318,7,7,T,166,0,0,0,0,26,1,33,1,0,26,0,0,26,4,108,177,116,40,2,0,0,5,0,1,40,2,3,B,0.367769034
5559,20100318,7,5,C,166,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,40,313,157,43,1,0,0,4,0,1,25,0,0,B,0.064424694
5560,20100318,7,5,C,166,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,47,299,149,46,1,0,0,4,0,-2,15,N,1,B,0.058352109
5561,20100318,7,5,C,166,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,85,263,131,72,1,0,0,4,0,3,5,1,5,B,0.61691808
5562,20100318,7,6,I,145,0,0,0,0,0,0,124,0,0,0,0,0,0,0,114,224,129,82,1,0,0,5,0,-2,85,0,9,B,0.97598421
5563,20100318,7,6,I,129,1,90,1,1,57,0,152,1,0,0,0,0,0,0,35,311,169,41,1,0,0,5,90,2,40,0,0,B,0.76091757
5564,20100318,7,5,I,108,1,25,3,3,0,0,999999,0,0,0,0,0,0,0,97,258,129,80,1,0,20,4,75,1,10,0,1,B,0.131859113
5565,20100318,7,7,C,127,1,56,2,2,40,0,128,1,1,0,40,40,40,7,65,301,137,60,1,0,0,5,112,-2,10,N,0,B,0.352887744
5566,20100318,7,5,C,166,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,43,307,153,44,1,0,0,4,0,1,35,0,3,B,0.552897767
5567,20100318,7,7,C,143,1,49,2,2,12,0,143,1,1,0,12,12,12,4,41,285,161,42,1,0,0,5,98,-2,25,N,0,E,0.78319073
5568,20100318,7,5,I,163,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,113,252,126,95,1,0,0,4,0,1,25,2,1,B,0.124848349
5569,20100318,7,7,I,107,7,12,15,2,0,0,89,1,1,0,20,20,20,4,60,255,120,33,1,0,0,5,25,-2,10,N,0,B,0.382931506
5570,20100318,7,6,I,147,0,0,0,0,0,0,148,0,0,0,0,0,0,0,68,239,143,51,1,0,0,5,0,-2,15,N,0,B,0.894412423
5571,20100318,7,7,I,138,1,100,1,1,0,0,154,0,0,0,0,0,0,0,78,229,139,56,1,0,100,5,100,0,30,0,9,B,0.942862532
5572,20100318,7,7,C,152,1,7,3,3,20,2,8,2,0,20,0,0,10,6,49,180,105,0,1,1,0,5,22,1,15,0,0,G,0.819382355
5573,20100318,7,5,I,164,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,46,302,151,45,1,0,0,4,0,1,35,0,0,B,0.7718719
5574,20100318,7,5,C,108,1,5,4,4,0,0,999999,0,0,0,0,0,0,0,84,264,132,71,1,0,0,4,21,-2,30,N,0,B,0.755220622
5575,20100318,7,5,I,163,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,27,357,178,40,1,0,0,4,0,-2,25,N,0,B,0.001511165
5576,20100318,7,6,T,129,3,23,6,2,0,0,149,0,0,0,0,0,0,0,33,390,158,43,1,0,20,5,46,3,30,3,8,B,0.086474305
5577,20100318,7,7,T,159,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,124,187,116,74,1,1,0,4,0,1,0,0,1,B,0.810297142
5578,20100318,7,6,I,113,2,16,7,4,10,0,122,1,1,0,10,10,10,1,119,235,127,88,1,0,0,5,55,1,10,0,0,B,0.037594074
5579,20100318,7,6,C,163,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,50,403,134,65,1,0,0,4,0,-2,40,N,0,B,0.262171775
5580,20100318,7,7,I,128,5,14,28,6,10,0,129,4,3,0,40,13,13,3,147,321,125,136,1,0,20,5,76,2,25,0,0,B,0.450498055
5581,20100318,7,5,C,161,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,54,289,144,49,1,0,0,4,0,1,15,0,0,B,0.763247361
5582,20100318,7,6,C,162,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,33,443,148,46,1,0,0,4,0,1,30,0,0,B,0.641642076
5583,20100318,7,5,I,162,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,63,278,139,55,1,0,0,4,0,3,70,0,1,B,0.573968809
5584,20100318,7,6,I,138,1,20,7,7,0,0,120,0,0,0,0,0,0,0,203,192,121,134,1,0,0,5,143,5,85,0,7,B,0.723232326
5585,20100318,7,7,I,122,2,22,8,4,11,0,127,1,1,0,11,11,11,1,95,290,129,83,1,0,17,5,88,0,10,4,0,B,0.972954723
5586,20100318,7,7,T,107,3,40,13,4,40,0,140,1,1,0,40,40,40,6,74,290,133,66,1,0,0,5,175,1,20,6,1,B,0.083195936
5587,20100318,7,7,T,134,3,53,6,2,91,0,131,1,1,0,91,91,91,15,57,426,150,68,1,0,0,5,105,-2,35,N,0,B,0.187882703
5588,20100318,7,5,T,162,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,32,336,168,41,1,0,0,4,0,5,25,1,9,G,0.777763614
5589,20100318,7,6,C,93,1,20,2,2,0,0,140,0,0,0,0,0,0,0,41,328,153,44,1,0,0,5,40,-2,25,N,0,B,0.590172071
5590,20100318,7,6,I,162,0,0,0,0,0,0,150,0,0,0,0,0,0,0,97,219,133,68,1,0,0,5,0,1,25,0,0,B,0.693777977
5591,20100318,7,6,C,162,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,60,390,130,77,1,0,0,4,0,0,30,N,0,B,0.744042637
5592,20100318,7,5,C,117,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,50,296,148,47,1,0,0,4,0,1,10,4,0,B,0.595714393
5593,20100318,7,5,T,161,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,60,282,141,53,1,0,0,4,0,1,0,0,1,B,0.708078516
5594,20100318,7,6,I,114,3,16,9,3,15,0,124,1,1,0,15,15,15,2,121,272,126,98,1,0,63,5,48,1,30,0,0,B,0.261803114
5595,20100318,7,5,I,161,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,50,294,147,47,1,0,0,4,0,1,20,0,0,B,0.878707908
5596,20100318,7,6,T,161,0,0,0,0,0,0,120,0,0,0,0,0,0,0,4,231,143,9,1,0,0,5,0,6,80,0,6,G,0.317687384
5597,20100318,7,7,C,161,0,0,0,0,10,0,44,1,0,10,0,0,10,2,64,192,115,33,1,1,0,5,0,-2,15,N,1,B,0.537281281
5598,20100318,7,6,I,161,0,0,0,0,10,0,120,1,1,0,10,10,10,3,38,293,165,41,1,0,0,5,0,3,40,2,0,B,0.482214746
5599,20100318,7,6,C,161,0,0,0,0,20,0,58,1,0,20,0,0,20,4,75,202,122,40,1,1,0,5,0,0,25,N,1,B,0.413553962
5600,20100318,7,7,T,150,1,17,5,5,0,0,999999,0,0,0,0,0,0,0,74,240,143,55,1,0,0,5,83,1,55,0,0,B,0.880097483
5601,20100318,7,6,I,159,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,100,189,117,60,1,1,0,4,0,2,10,0,1,B,0.272667737
5602,20100318,7,5,I,159,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,46,301,151,45,1,0,0,4,0,4,35,2,1,G,0.572768614
5603,20100318,7,6,T,96,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,65,207,124,37,1,1,0,5,0,-2,40,N,0,G,0.195772912
5604,20100318,7,7,T,159,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,52,293,162,48,1,0,0,5,0,1,25,0,0,B,0.317235542
5605,20100318,7,5,C,148,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,43,308,154,44,1,0,0,4,0,1,30,1,1,B,0.916681247
5606,20100318,7,7,T,120,1,19,8,8,0,0,120,0,0,0,0,0,0,0,99,214,138,70,1,0,0,5,150,1,75,0,0,B,0.119289295
5607,20100318,7,6,C,159,0,0,0,0,10,1,23,1,0,10,0,0,10,3,35,408,136,38,1,0,0,4,0,2,20,5,3,G,0.293572121
5608,20100318,7,6,T,124,3,20,7,2,10,0,47,2,1,10,10,10,10,3,110,202,125,65,1,0,4,5,46,2,40,0,2,I,0.148921169
5609,20100318,7,7,C,117,3,18,16,5,10,0,138,1,1,0,10,10,10,2,70,285,136,61,1,0,0,5,95,0,25,N,1,B,0.172902615
5610,20100318,7,6,C,145,0,0,0,0,0,0,136,0,0,0,0,0,0,0,44,279,158,42,1,0,0,5,0,1,15,0,5,B,0.497647818
5611,20100318,7,6,C,159,0,0,0,0,10,0,61,1,0,10,0,0,10,2,67,221,133,48,1,1,0,5,0,1,15,0,0,G,0.472565857
5612,20100318,7,7,T,98,1,10,2,2,0,0,999999,0,0,0,0,0,0,0,36,425,162,47,1,0,0,5,20,1,10,0,0,B,0.077982493
5613,20100318,7,5,I,156,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,57,284,142,51,1,0,0,4,0,0,25,N,2,B,0.577994982
5614,20100318,7,7,I,157,0,0,0,0,12,1,19,1,0,12,0,0,12,3,57,192,114,0,1,1,0,5,0,1,30,0,3,G,0.996673755
5615,20100318,7,5,I,157,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,61,281,140,53,1,0,0,4,0,1,30,5,0,B,0.820894444
5616,20100318,7,7,I,156,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,83,211,139,47,2,0,0,5,0,-2,30,N,0,B,0.009047302
5617,20100318,7,6,I,131,2,23,11,6,10,0,136,1,1,0,10,10,10,1,137,203,126,93,1,0,0,5,127,1,25,0,2,B,0.191618331
5618,20100318,7,6,I,108,1,80,2,2,5,0,114,1,1,0,5,5,5,1,121,236,127,89,1,0,0,5,160,-2,5,N,1,B,0.690352827
5619,20100318,7,6,T,157,0,0,0,0,50,1,10,1,0,50,0,0,50,13,53,122,72,0,1,1,0,5,0,3,40,0,1,G,0.254957152
5620,20100318,7,7,C,101,1,18,5,5,10,0,119,1,1,0,10,10,10,3,29,400,165,41,1,0,0,5,90,1,40,0,1,G,0.64191226
5621,20100318,7,6,C,157,0,0,0,0,10,0,107,1,1,0,10,10,10,2,87,215,136,60,2,0,0,5,0,1,25,0,0,I,0.816380694
5622,20100318,7,5,C,157,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,42,309,154,43,1,0,0,4,0,-2,5,N,0,B,0.717472553
5623,20100318,7,6,I,101,2,37,6,3,10,0,120,1,1,0,10,10,10,1,190,212,121,132,1,0,0,5,111,1,70,0,5,B,0.43253666
5624,20100318,7,5,I,155,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,67,275,138,58,1,0,0,4,0,1,40,0,5,B,0.327621711
5625,20100318,7,7,I,128,8,21,12,2,10,0,133,2,2,0,20,10,10,2,133,210,126,92,1,0,0,5,32,-2,25,N,1,B,0.749201727
5626,20100318,7,6,T,141,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,146,210,130,103,1,0,0,5,0,-2,25,N,2,B,0.004527342
5627,20100318,7,5,C,120,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,64,277,139,56,1,0,0,4,0,-2,40,N,0,B,0.794100145
5628,20100318,7,6,T,131,2,34,6,3,50,0,136,1,1,0,50,50,50,5,144,202,125,97,1,0,0,5,101,2,20,0,1,I,0.73842538
5629,20100318,7,5,C,156,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,74,270,135,63,1,0,0,4,0,-2,15,6,1,B,0.034752946
5630,20100318,7,5,C,124,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,87,265,132,70,1,0,0,4,0,-2,30,N,0,B,0.57401803
5631,20100318,7,6,C,136,1,20,1,1,8,1,12,1,0,8,0,0,8,1,70,214,116,0,1,1,100,5,20,-2,10,N,1,I,0.45182509
5632,20100318,7,6,I,127,2,32,5,3,20,0,131,1,1,0,20,20,20,2,141,202,126,96,1,0,0,5,80,-2,20,N,0,B,0.320287761
5633,20100318,7,5,C,96,1,15,2,2,0,0,999999,0,0,0,0,0,0,0,25,372,186,40,1,0,0,4,30,1,30,0,1,B,0.912173886
5634,20100318,7,6,C,93,3,35,6,2,15,0,82,2,1,15,20,20,18,5,82,318,121,65,1,0,0,5,70,1,45,0,0,B,0.884097645
5635,20100318,7,6,C,121,1,62,3,3,5,0,145,1,0,0,0,0,0,0,90,222,135,64,1,0,0,5,185,0,55,N,0,B,0.091846614
5636,20100318,7,5,C,136,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,54,289,144,49,1,0,0,4,0,1,15,0,0,I,0.175318211
5637,20100318,7,6,C,140,1,15,5,5,0,0,999999,0,0,0,0,0,0,0,81,196,119,50,1,1,0,4,73,-2,5,N,1,B,0.135359046
5638,20100318,7,5,C,154,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,30,346,173,40,1,0,0,4,0,-2,40,N,0,B,0.090836375
5639,20100318,7,6,I,114,1,65,2,2,15,0,117,1,1,0,15,15,15,3,66,279,138,57,1,0,0,5,130,-2,15,N,0,B,0.874078606
5640,20100318,7,6,I,154,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,142,181,114,85,1,1,0,4,0,1,20,0,3,B,0.859149277
5641,20100318,7,5,I,154,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,48,297,148,46,1,0,0,4,0,1,5,0,1,B,0.054031796
5642,20100318,7,6,I,126,1,38,3,3,0,0,999999,0,0,0,0,0,0,0,62,206,123,43,1,1,0,4,115,1,25,0,0,B,0.5166977
5643,20100318,7,5,T,154,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,33,333,166,41,1,0,0,4,0,4,40,0,3,B,0.949738874
5644,20100318,7,5,I,152,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,107,254,127,90,1,0,0,4,0,2,20,1,0,B,0.014233194
5645,20100318,7,5,C,152,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,49,297,148,46,1,0,0,4,0,9,65,U,3,G,0.860987669
5646,20100318,7,6,I,154,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,38,306,171,42,1,0,0,5,0,-2,20,N,0,B,0.112758619
5647,20100318,7,5,C,120,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,51,293,146,47,1,0,0,4,0,-2,35,N,0,B,0.218813615
5648,20100318,6,6,C,131,1,13,7,7,0,0,140,0,0,0,0,0,0,0,34,414,153,45,1,0,23,5,88,-2,5,N,0,B,0.524586526
5649,20100318,6,5,I,101,1,20,1,1,0,0,106,0,0,0,0,0,0,0,55,288,144,50,1,0,0,4,20,-2,20,N,0,B,0.595490721
5650,20100318,6,5,I,150,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,60,282,141,53,1,0,0,4,0,2,55,0,0,B,0.266990739
5651,20100318,6,5,I,133,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,67,275,137,58,1,0,0,4,0,1,15,0,1,B,0.608836984
5652,20100318,6,5,I,101,1,30,6,6,0,0,999999,0,0,0,0,0,0,0,36,324,162,42,1,0,0,4,183,-2,35,N,0,B,0.470115398
5653,20100318,6,6,I,100,2,27,3,2,0,0,71,1,1,0,10,10,10,1,124,195,87,82,1,0,0,5,40,-2,30,N,0,B,0.847556396
5654,20100318,6,6,T,145,1,60,2,2,5,0,99,2,1,0,5,5,5,2,30,325,181,35,1,0,0,5,120,3,75,0,2,B,0.327849812
5655,20100318,6,5,C,152,0,0,0,0,0,0,68,0,0,0,0,0,0,0,23,343,171,40,1,0,0,4,0,1,15,0,0,B,0.554253651
5656,20100318,6,6,C,124,1,24,10,10,0,0,117,0,0,0,0,0,0,0,73,384,128,84,1,0,15,4,242,1,20,0,2,I,0.141356746
5657,20100318,6,5,C,117,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,38,317,159,42,1,0,0,4,0,-2,35,N,0,I,0.331492176
5658,20100318,6,5,C,152,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,48,297,149,46,1,0,0,4,0,5,25,0,0,B,0.608471189
5659,20100318,6,6,I,122,3,29,6,2,0,0,141,1,1,0,0,0,0,0,88,242,137,65,1,0,0,5,59,-2,30,N,0,B,0.527905076
5660,20100318,6,6,I,152,0,0,0,0,20,0,42,1,0,20,0,0,20,7,42,156,103,20,1,1,0,5,0,9,40,6,9,G,0.268129967
5661,20100318,6,5,I,91,1,70,1,1,0,0,91,0,0,0,0,0,0,0,29,455,153,44,1,0,0,4,70,-2,40,N,0,B,0.541917303
5662,20100318,6,6,I,113,2,105,3,2,10,0,115,1,1,0,10,10,10,1,121,337,122,120,1,0,89,5,157,6,70,0,9,E,0.320560526
5663,20100318,6,5,T,87,2,17,3,2,0,0,115,0,0,0,0,0,0,0,87,263,131,70,1,0,0,4,25,0,15,N,1,B,0.217147724
5664,20100318,6,6,C,96,3,22,13,4,10,0,75,2,1,10,10,10,10,3,78,248,128,50,1,0,0,5,96,-2,30,N,0,B,0.11000001
5665,20100318,6,6,C,150,0,0,0,0,0,0,145,0,0,0,0,0,0,0,70,238,142,52,1,0,0,5,0,-2,30,N,0,B,0.377732899
5666,20100318,6,6,T,106,2,15,14,7,5,0,128,1,1,0,5,5,5,1,119,230,131,86,1,0,0,5,104,3,0,2,0,I,0.007036663
5667,20100318,6,5,C,119,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,83,264,132,71,1,0,0,4,0,-2,25,N,0,B,0.218164602
5668,20100318,6,5,C,150,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,48,298,149,46,1,0,0,4,0,-2,30,N,0,B,0.052672429
5669,20100318,6,5,I,124,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,41,310,155,43,1,0,0,4,0,0,20,N,0,B,0.268584275
5670,20100318,6,6,I,103,1,33,2,2,0,0,141,0,0,0,0,0,0,0,57,254,148,46,1,0,0,5,65,-2,30,N,0,B,0.539324545
5671,20100318,6,5,I,136,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,51,293,146,47,1,0,0,4,0,-2,5,N,5,B,0.30323535
5672,20100318,6,6,I,150,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,48,407,136,62,1,0,0,4,0,-2,15,1,0,B,0.406830309
5673,20100318,6,6,I,150,0,0,0,0,10,0,106,1,1,0,10,10,10,3,50,250,155,43,2,0,0,5,0,1,55,0,0,B,0.357003592
5674,20100318,6,6,I,150,0,0,0,0,1,0,133,1,1,0,1,1,1,0,54,269,155,46,1,0,0,5,0,2,40,0,2,B,0.363147821
5675,20100318,6,5,I,150,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,73,270,135,63,1,0,0,4,0,-2,35,N,0,B,0.405724396
5676,20100318,6,6,T,142,0,0,0,0,0,0,999999,0,0,0,0,0,0,0,60,261,152,49,1,0,0,5,0,0,5,N,1,B,0.016093484
5677,20100318,6,6,C,131,1,15,8,8,0,0,999999,0,0,0,0,0,0,0,46,413,138,58,1,0,0,4,119,1,65,0,1,B,0.599597806
